Page,Code,College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST
1,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PHARMACEUTICAL TECHNOLOGY (SS),184.5,180.5,183.5,179.0,173.5,160.0,168.0
1,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),188.0,184.0,186.0,184.0,179.0,166.5,—
1,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,TEXTILE TECHNOLOGY,180.5,171.5,179.0,169.0,168.5,153.5,—
1,3,School of Architecture and Planning Anna University Chennai 600025,B.Plan,187.0,180.5,180.0,179.5,178.0,151.5,156.5
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AERONAUTICAL ENGINEERING,196.5,194.5,194.0,194.5,190.0,179.0,189.0
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),198.5,197.5,198.0,197.5,194.5,183.0,191.5
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AUTOMOBILE ENGINEERING,193.5,191.0,189.0,190.5,184.5,176.5,174.5
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,COMPUTER SCIENCE AND ENGINEERING (SS),198.5,198.0,198.0,198.0,196.0,186.5,191.5
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,COMPUTER SCIENCE AND ENGINEERING,199.5,199.0,198.5,199.0,197.0,187.5,194.5
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,198.0,198.5,198.0,194.5,193.5,—
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND INSTRUMENTATION ENGINEERING,196.5,196.0,195.0,195.0,191.0,182.5,—
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),198.0,197.5,196.5,197.5,194.0,184.0,193.5
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,INFORMATION TECHNOLOGY (SS),198.0,197.5,197.0,197.5,193.5,184.0,190.0
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,PRODUCTION ENGINEERING,190.5,187.5,188.5,185.5,182.0,173.5,173.0
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ROBOTICS AND AUTOMATION (SS),196.5,195.5,196.0,195.5,190.0,187.0,—
1,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RUBBER AND PLASTIC TECHNOLOGY,183.0,179.0,180.5,176.5,174.0,148.0,—
1,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,CIVIL ENGINEERING,169.0,155.5,157.0,162.5,152.1,145.5,155.5
1,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,COMPUTER SCIENCE AND ENGINEERING,190.0,185.0,184.0,185.0,169.5,166.5,—
1,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ELECTRONICS AND COMMUNICATION ENGINEERING,184.0,178.0,174.0,179.0,165.0,140.0,124.0
1,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ELECTRICAL AND ELECTRONICS ENGINEERING,177.0,174.0,163.5,167.0,155.0,132.0,155.0
1,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,MECHANICAL ENGINEERING,165.5,155.0,155.5,157.0,145.0,125.0,—
1,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ROBOTICS AND AUTOMATION,177.5,167.5,163.0,170.0,155.5,147.0,124.5
1,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),196.0,195.0,194.5,195.0,189.0,185.0,—
1,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CIVIL ENGINEERING,188.0,183.0,179.5,182.0,176.0,174.0,185.0
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COMPUTER SCIENCE AND ENGINEERING,197.5,196.0,195.5,196.5,192.5,193.5,187.5
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRONICS AND COMMUNICATION ENGINEERING,197.0,196.0,195.5,195.5,188.0,183.5,187.5
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRICAL AND ELECTRONICS ENGINEERING,195.0,193.5,192.5,192.5,186.5,179.0,194.5
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRONICS AND INSTRUMENTATION ENGINEERING,193.0,191.5,191.0,190.0,179.0,174.5,176.0
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,INDUSTRIAL BIO TECHNOLOGY,184.5,178.5,171.0,175.0,165.5,156.0,168.0
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,INFORMATION TECHNOLOGY,196.3,195.5,194.5,195.5,190.0,182.5,182.5
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,MECHANICAL ENGINEERING,190.0,187.0,186.0,185.3,175.5,173.0,181.5
2,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PRODUCTION ENGINEERING,184.0,180.5,180.5,178.5,167.5,153.5,—
2,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,CIVIL ENGINEERING,166.5,153.5,133.5,158.0,147.5,143.5,148.0
2,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,COMPUTER SCIENCE AND ENGINEERING,183.5,179.0,168.5,179.0,172.0,178.0,—
2,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ELECTRONICS AND COMMUNICATION ENGINEERING,179.0,174.0,165.0,175.5,162.5,164.0,—
2,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168.0,160.5,168.0,151.5,156.0,153.5
2,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,INFORMATION TECHNOLOGY,181.0,176.5,169.0,174.0,167.5,150.5,—
2,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,MECHANICAL ENGINEERING,161.0,152.5,146.0,157.0,144.5,144.0,—
2,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,COMPUTER SCIENCE AND ENGINEERING,191.0,187.0,185.5,189.0,178.0,155.0,157.0
2,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,ELECTRONICS AND COMMUNICATION ENGINEERING,187.5,183.5,179.0,184.5,169.0,152.5,—
2,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,ELECTRICAL AND ELECTRONICS ENGINEERING,180.5,175.0,168.0,179.0,161.5,153.5,—
2,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,MECHANICAL ENGINEERING,175.5,168.0,173.5,169.5,154.0,163.0,144.0
2,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,Computer Science and Engineering (Cyber Security),187.0,181.5,183.0,184.0,172.5,177.5,135.0
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),194.0,192.5,192.0,190.5,181.0,181.0,—
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CIVIL ENGINEERING,181.0,177.0,171.5,174.5,167.0,157.5,175.5
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,COMPUTER SCIENCE AND ENGINEERING,195.0,194.0,193.0,194.0,184.0,180.5,—
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ELECTRONICS AND COMMUNICATION ENGINEERING,194.5,193.0,191.0,192.0,182.5,174.5,—
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ELECTRICAL AND ELECTRONICS ENGINEERING,192.0,190.5,190.5,189.0,180.5,175.0,172.5
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,MECHANICAL ENGINEERING,184.5,180.5,178.0,176.0,168.0,153.5,155.5
2,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,METALLURGICAL ENGINEERING,182.5,180.0,172.0,177.0,160.0,158.5,135.5
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,AUTOMOBILE ENGINEERING,172.5,164.0,161.5,164.5,144.5,145.0,—
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,CIVIL ENGINEERING,176.5,169.0,—,173.5,169.0,167.5,—
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),188.0,184.0,185.5,185.0,170.0,168.5,—
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,COMPUTER SCIENCE AND ENGINEERING,191.5,187.5,191.0,188.5,180.0,174.0,—
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ELECTRONICS AND COMMUNICATION ENGINEERING,189.5,186.0,184.0,187.5,173.0,166.0,153.5
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ELECTRICAL AND ELECTRONICS ENGINEERING,182.5,179.5,173.5,180.0,165.5,163.5,172.0
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,INFORMATION TECHNOLOGY,186.5,183.5,183.5,184.5,177.5,161.0,159.0
2,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,MECHANICAL ENGINEERING,175.5,169.0,172.0,170.0,156.5,—,—
2,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,CIVIL ENGINEERING,167.5,154.0,145.5,153.5,145.0,127.5,152.0
2,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,COMPUTER SCIENCE AND ENGINEERING,182.5,179.0,176.0,177.5,167.0,159.0,148.0
2,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ELECTRONICS AND COMMUNICATION ENGINEERING,179.0,174.5,165.0,173.5,163.0,133.0,—
2,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ELECTRICAL AND ELECTRONICS ENGINEERING,174.0,168.5,162.0,167.0,150.5,155.0,—
2,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,MECHANICAL ENGINEERING,163.0,152.5,154.5,154.0,141.0,128.5,—
2,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ROBOTICS AND AUTOMATION,172.0,164.0,163.5,163.0,146.0,138.0,126.0
2,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,CIVIL ENGINEERING,171.0,160.0,158.5,160.0,154.5,133.5,—
2,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,COMPUTER SCIENCE AND ENGINEERING,188.0,183.0,179.5,182.5,176.0,160.5,148.0
2,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,ELECTRONICS AND COMMUNICATION ENGINEERING,185.5,180.0,174.0,179.5,169.0,156.0,166.5
2,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,ELECTRICAL AND ELECTRONICS ENGINEERING,178.5,173.5,166.0,173.0,159.0,150.5,—
2,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,MECHANICAL ENGINEERING,170.0,161.0,169.0,160.5,146.5,135.0,153.0
2,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,Mechatronics Engineering,172.5,163.5,162.0,157.5,143.5,147.5,—
2,4974,Government College of Engineering Tirunelveli District 627007,CIVIL ENGINEERING,177.0,172.0,171.0,171.0,155.5,142.0,101.0
2,4974,Government College of Engineering Tirunelveli District 627007,COMPUTER SCIENCE AND ENGINEERING,193.0,190.5,191.0,189.0,181.5,—,165.0
2,4974,Government College of Engineering Tirunelveli District 627007,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188.0,188.5,184.5,178.0,152.5,167.5
2,4974,Government College of Engineering Tirunelveli District 627007,ELECTRICAL AND ELECTRONICS ENGINEERING,187.5,183.5,186.0,180.5,171.5,140.0,162.5
3,4974,Government College of Engineering Tirunelveli District 627007,ELECTRONICS AND INSTRUMENTATION ENGINEERING,184.0,179.0,182.0,175.5,157.0,147.5,—
3,4974,Government College of Engineering Tirunelveli District 627007,INDUSTRIAL BIO TECHNOLOGY,175.5,166.5,164.0,166.0,156.0,122.5,—
3,4974,Government College of Engineering Tirunelveli District 627007,MECHANICAL ENGINEERING,176.5,169.5,172.0,165.0,156.0,118.5,103.5
3,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,CIVIL ENGINEERING,165.5,149.5,160.0,151.0,141.0,135.5,—
3,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),178.0,173.0,174.5,171.0,160.0,152.0,128.0
3,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,COMPUTER SCIENCE AND ENGINEERING,181.0,175.5,180.5,173.5,165.5,—,144.5
3,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ELECTRONICS AND COMMUNICATION ENGINEERING,177.0,173.0,171.0,170.5,161.0,141.5,105.5
3,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ELECTRICAL AND ELECTRONICS ENGINEERING,168.0,164.0,165.0,164.0,155.0,133.0,—
3,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,MECHANICAL ENGINEERING,158.5,150.0,154.0,151.0,140.0,—,—
3,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CIVIL ENGINEERING,183.5,180.0,170.0,176.5,169.5,161.5,165.5
3,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,COMPUTER SCIENCE AND ENGINEERING,194.0,192.5,191.5,192.5,182.5,177.0,147.5
3,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ELECTRONICS AND COMMUNICATION ENGINEERING,192.5,190.5,190.5,190.5,180.0,176.0,183.5
3,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ELECTRICAL AND ELECTRONICS ENGINEERING,188.5,185.0,188.0,185.0,169.5,163.5,—
3,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,INFORMATION TECHNOLOGY,191.5,189.5,190.0,190.0,179.5,180.5,—
3,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,MECHANICAL ENGINEERING,182.0,176.0,172.0,172.0,161.5,146.5,139.5
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,AUTOMOBILE ENGINEERING (SS),188.5,182.5,184.5,182.0,171.0,146.0,162.0
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BIO TECHNOLOGY (SS),194.0,192.0,189.0,186.0,177.5,183.0,185.0
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BIO MEDICAL ENGINEERING (SS),191.5,187.5,189.5,187.5,179.5,175.5,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CIVIL ENGINEERING,194.5,192.7,192.0,191.5,187.0,180.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),198.5,198.0,197.0,197.0,193.5,193.5,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,198.5,197.5,198.0,192.5,188.0,179.0
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CIVIL ENGINEERING (SS),191.0,188.5,185.0,187.0,175.0,—,147.5
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRONICS AND COMMUNICATION ENGINEERING,199.5,198.5,199.0,197.5,194.5,194.5,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRICAL AND ELECTRONICS ENGINEERING,197.5,196.5,195.5,196.0,189.0,180.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),198.0,198.0,197.5,197.0,190.5,183.0,188.5
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),196.5,195.5,—,195.5,185.5,180.0,177.5
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FASHION TECHNOLOGY (SS),182.0,179.0,181.0,172.5,155.5,160.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,INFORMATION TECHNOLOGY (SS),198.0,197.5,196.5,197.0,189.0,187.0,192.0
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,INSTRUMENTATION AND CONTROL ENGINEERING (SS),194.0,192.5,189.8,190.5,181.0,165.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING,195.0,194.5,194.0,192.5,184.0,179.0,174.5
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING (SS),193.5,192.0,193.5,191.0,176.5,164.5,153.0
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING (SANDWICH) (SS),188.0,183.5,183.5,182.0,174.5,164.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,METALLURGICAL ENGINEERING,189.5,185.5,186.5,186.5,167.5,165.5,159.0
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,METALLURGICAL ENGINEERING (SS),186.5,183.5,182.5,181.5,164.5,160.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING (SS),187.0,184.0,184.0,186.0,167.0,150.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING,189.0,186.5,186.0,187.0,171.0,—,161.5
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ROBOTICS AND AUTOMATION (SS),195.5,194.5,192.0,192.0,181.5,180.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY (SS),181.0,176.0,171.0,172.5,157.0,141.0,—
3,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY,181.0,178.5,181.0,175.5,158.5,131.0,—
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),197.0,196.0,—,196.0,188.5,181.0,178.5
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CIVIL ENGINEERING,189.0,186.5,183.5,185.5,177.5,159.5,178.0
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CHEMICAL ENGINEERING,192.0,189.0,189.5,187.0,176.0,159.0,—
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CHEMICAL ENGINEERING (SS),188.0,187.0,—,182.0,170.0,—,144.0
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,COMPUTER SCIENCE AND ENGINEERING (SS),197.0,196.5,196.0,196.5,187.0,176.0,—
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CIVIL ENGINEERING (SS),186.5,184.5,—,182.5,171.0,—,—
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,COMPUTER SCIENCE AND ENGINEERING,198.0,197.5,197.0,197.0,192.0,187.5,—
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRONICS AND COMMUNICATION ENGINEERING,197.5,197.0,196.0,196.5,189.0,191.0,193.5
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRICAL AND ELECTRONICS ENGINEERING,195.5,195.0,195.0,194.0,185.0,179.5,161.5
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),196.5,196.0,195.5,196.0,186.5,175.0,—
3,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),194.0,193.0,192.0,192.0,177.5,—,—
4,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,INFORMATION TECHNOLOGY (SS),196.5,196.0,196.0,196.0,187.0,176.0,187.5
4,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MECHANICAL ENGINEERING,192.0,191.0,190.5,188.5,178.0,163.5,—
4,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MECHANICAL ENGINEERING (SS),189.5,187.0,182.5,184.0,173.5,156.0,—
4,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CIVIL ENGINEERING,191.0,188.5,190.5,185.0,174.5,168.0,—
4,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),195.0,194.0,194.5,194.5,179.0,180.0,171.0
4,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,COMPUTER SCIENCE AND ENGINEERING (SS),196.0,195.5,195.0,195.0,185.0,173.5,181.5
